ORPHA:276413	10q22.3q23.3 microdeletion syndrome
OMIM:150260	LARYNGEAL ABDUCTOR PARALYSIS
OMIM:308850	LARYNGEAL ABDUCTOR PARALYSIS
ORPHA:2375	Laryngeal abductor paralysis-intellectual disability syndrome
OMIM:606183	LARYNGEAL ABDUCTOR PARALYSIS WITH CEREBELLAR ATAXIA AND MOTOR NEUROPATHY
OMIM:150270	LARYNGEAL ADDUCTOR PARALYSIS
OMIM:150270	LARYNGEAL ADDUCTOR PARALYSIS; LAP
ORPHA:100083	Laryngeal neuroendocrine tumor
OMIM:150360	LARYNGEAL WEB, FAMILIAL
OMIM:150280	LARYNGOMALACIA
OMIM:245660	LARYNGOONYCHOCUTANEOUS SYNDROME
ORPHA:137935	Laryngotracheal angioma
ORPHA:2004	Laryngotracheoesophageal cleft
ORPHA:93941	Laryngotracheoesophageal cleft type 4
ORPHA:1202	Larynx atresia
OMIM:150300	LARYNX, CONGENITAL PARTIAL ATRESIA OF
ORPHA:99824	Lassa fever
ORPHA:206443	Late-infantile/juvenile Krabbe disease
ORPHA:168491	Late infantile neuronal ceroid lipofuscinosis
ORPHA:98912	Late-onset distal myopathy, Markesbery-Griggs type
ORPHA:556037	Late-onset familial hypoaldosteronism
ORPHA:199299	Late-onset isolated ACTH deficiency
ORPHA:79406	Late-onset junctional epidermolysis bullosa
OMIM:605670	LATE-ONSET RETINAL DEGENERATION
OMIM:605670	LATE-ONSET RETINAL DEGENERATION; LORD
OMIM:601086	LATERALITY DEFECTS, AUTOSOMAL DOMINANT
ORPHA:2789	Lateral meningocele syndrome
OMIM:130720	LATERAL MENINGOCELE SYNDROME
OMIM:130720	LATERAL MENINGOCELE SYNDROME; LMNS;;LMS;;LEHMAN SYNDROME
OMIM:130720	LATERAL MENINGOCELE SYNDROME;;LMS;;LEHMAN SYNDROME
ORPHA:46059	Lathosterolosis
OMIM:607330	LATHOSTEROLOSIS
OMIM:607330	LATHOSTEROLOSIS;;STEROL C5-DESATURASE DEFICIENCY;;SC5D DEFICIENCY
OMIM:150500	LATTICE DEGENERATION OF RETINA LEADING TO RETINAL DETACHMENT
ORPHA:2377	Laurence-Moon syndrome
OMIM:245800	LAURENCE-MOON SYNDROME
ORPHA:2378	Laurin-Sandrow syndrome
OMIM:135750	LAURIN-SANDROW SYNDROME
OMIM:135750	LAURIN-SANDROW SYNDROME;;LSS;;SANDROW SYNDROME;;MIRROR HANDS AND FEET WITH NASAL DEFECTS;;TETRAMELIC MIRROR-IMAGE POLYDACTYLY; TMIP;;MIRROR-IMAGE POLYDACTYLY; MIP;;FIBULA AND ULNA, DUPLICATION OF, WITH ABSENCE OF TIBIA AND RADIUSLAURIN-SANDROW SYNDROME, SEGMENTAL, INCLUDED
ORPHA:650	LCAT deficiency
ORPHA:330015	Lead poisoning
ORPHA:65	Leber congenital amaurosis
OMIM:611755	Leber congenital amaurosis 10
OMIM:613837	LEBER CONGENITAL AMAUROSIS 11; LCA11
OMIM:610612	LEBER CONGENITAL AMAUROSIS 12; LCA12
OMIM:612712	LEBER CONGENITAL AMAUROSIS 13; LCA13
OMIM:612712	LEBER CONGENITAL AMAUROSIS 13; LCA13RETINITIS PIGMENTOSA 53, INCLUDED; RP53, INCLUDED
OMIM:612712	LEBER CONGENITAL AMAUROSIS 13; LCA13RETINITIS PIGMENTOSA 53; RP53
OMIM:613341	LEBER CONGENITAL AMAUROSIS 14; LCA14
OMIM:613341	LEBER CONGENITAL AMAUROSIS 14; LCA14RETINAL DYSTROPHY, EARLY-ONSET SEVERE, LRAT-RELATED, INCLUDED;;RETINITIS PIGMENTOSA, JUVENILE, LRAT-RELATED, INCLUDED
OMIM:613843	LEBER CONGENITAL AMAUROSIS 15; LCA15
OMIM:613843	LEBER CONGENITAL AMAUROSIS 15; LCA15RETINITIS PIGMENTOSA, JUVENILE, TULP1-RELATED, INCLUDED
OMIM:614186	LEBER CONGENITAL AMAUROSIS 16
OMIM:614186	LEBER CONGENITAL AMAUROSIS 16; LCA16
OMIM:615360	Leber congenital amaurosis 17
OMIM:618513	LEBER CONGENITAL AMAUROSIS 19; LCA19
OMIM:604232	Leber congenital amaurosis-3 (LCA3)/Retinitis pigmentosa, juvenile, autosomal recessive
OMIM:604393	LEBER CONGENITAL AMAUROSIS 4
OMIM:604393	LEBER CONGENITAL AMAUROSIS 4; LCA4
OMIM:604393	LEBER CONGENITAL AMAUROSIS 4; LCA4RETINITIS PIGMENTOSA, JUVENILE, AIPL1-RELATED, INCLUDED;;CONE-ROD DYSTROPHY, AIPL1-RELATED, INCLUDED
OMIM:604537	LEBER CONGENITAL AMAUROSIS 5; LCA5
OMIM:613826	LEBER CONGENITAL AMAUROSIS 6; LCA6
OMIM:613829	LEBER CONGENITAL AMAUROSIS 7; LCA7
OMIM:613835	LEBER CONGENITAL AMAUROSIS 8; LCA8
OMIM:608553	LEBER CONGENITAL AMAUROSIS 9; LCA9
OMIM:204000	LEBER CONGENITAL AMAUROSIS, TYPE I
OMIM:204100	LEBER CONGENITAL AMAUROSIS, TYPE II
OMIM:617879	LEBER CONGENITAL AMAUROSIS WITH EARLY-ONSET DEAFNESS; LCAEOD
ORPHA:104	Leber hereditary optic neuropathy
OMIM:535000	LEBER OPTIC ATROPHY
OMIM:500001	LEBER OPTIC ATROPHY AND DYSTONIA
OMIM:535000	LEBER OPTIC ATROPHY;;LEBER HEREDITARY OPTIC NEUROPATHY; LHON
OMIM:308905	LEBER OPTIC ATROPHY, SUSCEPTIBILITY TO
OMIM:245900	LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY
ORPHA:199251	Ledderhose disease
OMIM:615396	LEFT VENTRICULAR NONCOMPACTION 10; LVNC10CARDIOMYOPATHY, DILATED, 1MM, INCLUDED; CMD1MM, INCLUDED
OMIM:604169	LEFT VENTRICULAR NONCOMPACTION 1; LVNC1
OMIM:604169	LEFT VENTRICULAR NONCOMPACTION 1; LVNC1;;LEFT VENTRICULAR NONCOMPACTION 1 WITH OR WITHOUT CONGENITAL HEARTDEFECTS
OMIM:615092	LEFT VENTRICULAR NONCOMPACTION 7; LVNC7
OMIM:615373	LEFT VENTRICULAR NONCOMPACTION 8; LVNC8
OMIM:615373	LEFT VENTRICULAR NONCOMPACTION 8; LVNC8CARDIOMYOPATHY, DILATED, 1LL, INCLUDED; CMD1LL, INCLUDED
OMIM:246000	LEG, ABSENCE DEFORMITY OF, WITH CONGENITAL CATARACT
OMIM:150600	LEGG-CALVE-PERTHES DISEASE
ORPHA:2380	Legg-Calvé-Perthes disease
ORPHA:549	Legionellosis
OMIM:611431	LEGIUS SYNDROME
OMIM:611431	LEGIUS SYNDROME;;NEUROFIBROMATOSIS TYPE 1-LIKE SYNDROME; NFLS
OMIM:150590	LEG ULCERS, FAMILIAL, OF JUVENILE ONSET
OMIM:256000	Leigh syndrome
ORPHA:506	Leigh syndrome
OMIM:220111	LEIGH SYNDROME, FRENCH CANADIAN TYPE
OMIM:220111	LEIGH SYNDROME, FRENCH-CANADIAN TYPE
OMIM:220111	LEIGH SYNDROME, FRENCH CANADIAN TYPE; LSFC
OMIM:220111	LEIGH SYNDROME, FRENCH CANADIAN TYPE; LSFC;;CYTOCHROME c OXIDASE DEFICIENCY, FRENCH CANADIAN TYPE;;COX DEFICIENCY, FRENCH CANADIAN TYPE;;COX DEFICIENCY, SAGUENAY-LAC-SAINT-JEAN TYPE;;LEIGH SYNDROME, SAGUENAY-LAC-SAINT-JEAN TYPE
ORPHA:70474	Leigh syndrome with cardiomyopathy
ORPHA:255241	Leigh syndrome with leukodystrophy
ORPHA:255249	Leigh syndrome with nephrotic syndrome
OMIM:150800	LEIOMYOMA, HEREDITARY MULTIPLE, OF SKIN
OMIM:150700	LEIOMYOMA OF VULVA AND ESOPHAGUS
OMIM:308940	LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME; DL-ATS;;LEIOMYOMATOSIS, ESOPHAGEAL AND VULVAL, WITH NEPHROPATHY;;ALPORT SYNDROME AND DIFFUSE LEIOMYOMATOSIS; ATS-DL;;CHROMOSOME Xq22.3 CENTROMERIC DELETION SYNDROME
OMIM:308940	LEIOMYOMATOSIS, ESOPHAGEAL AND VULVAL, WITH NEPHROPATHY
OMIM:150699	LEIOMYOMA, UTERINE
OMIM:150699	LEIOMYOMA, UTERINE; UL
ORPHA:507	Leishmaniasis
OMIM:602068	LEISHMANIASIS, TEGUMENTARY
ORPHA:140936	Lelis syndrome
ORPHA:2382	Lennox-Gastaut syndrome
OMIM:150900	LENTIGINES
OMIM:151000	LENTIGINOSIS, CENTROFACIAL NEURODYSRAPHIC
OMIM:151001	LENTIGINOSIS, INHERITED PATTERNED
ORPHA:2658	Lenz-Majewski hyperostotic dwarfism
OMIM:151050	LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM
OMIM:151050	LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM; LMHD;;LENZ-MAJEWSKI SYNDROME
OMIM:151100	LEOPARD SYNDROME 1
OMIM:151100	LEOPARD SYNDROME 1;;LENTIGINOSIS, CARDIOMYOPATHIC;;MULTIPLE LENTIGINES SYNDROME
OMIM:611554	LEOPARD syndrome 2
OMIM:613707	LEOPARD syndrome 3
ORPHA:508	Leprechaunism
ORPHA:548	Leprosy
OMIM:246300	Leprosy, susceptibility to
OMIM:614962	LEPTIN DEFICIENCY; LEPD;;OBESITY, MORBID, NONSYNDROMIC 1
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD;;OBESITY, MORBID, NONSYNDROMIC 1
OMIM:614963	LEPTIN RECEPTOR DEFICIENCY; LEPRD
OMIM:614963	LEPTIN RECEPTOR DEFICIENCY;;OBESITY, MORBID, NONSYNDROMIC 2
ORPHA:509	Leptospirosis
ORPHA:2900	Leri pleonosteosis
OMIM:151200	LERI PLEONOSTEOSIS
OMIM:127300	LERI-WEILL DYSCHONDROSTEOSIS
ORPHA:240	Léri-Weill dyschondrosteosis
DECIPHER:58	Leri-Weill dyschondrostosis (LWD) - SHOX deletion
OMIM:308950	LESCH-NYHAN PHENOTYPE WITH NORMAL HGPRT
ORPHA:510	Lesch-Nyhan syndrome
OMIM:300322	LESCH-NYHAN SYNDROME
OMIM:300322	LESCH-NYHAN SYNDROME; LNS
OMIM:618681	Lessel-Kubisch syndrome
ORPHA:158687	Lethal acantholytic epidermolysis bullosa
OMIM:611890	LETHAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE; LAAHD
ORPHA:1187	Lethal ataxia with deafness and optic atrophy
OMIM:253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1
OMIM:617022	LETHAL CONGENITAL CONTRACTURE SYNDROME 10
OMIM:617022	LETHAL CONGENITAL CONTRACTURE SYNDROME 10; LCCS10
OMIM:617194	LETHAL CONGENITAL CONTRACTURE SYNDROME 11
OMIM:617194	LETHAL CONGENITAL CONTRACTURE SYNDROME 11; LCCS11
OMIM:253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1;;LCCS;;MULTIPLE CONTRACTURE SYNDROME, FINNISH TYPE
OMIM:607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2
OMIM:611369	LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3
OMIM:611369	LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3;;MULTIPLE CONTRACTURE SYNDROME, ISRAELI BEDOUIN TYPE B
OMIM:614915	LETHAL CONGENITAL CONTRACTURE SYNDROME 4
OMIM:614915	LETHAL CONGENITAL CONTRACTURE SYNDROME 4; LCCS4
OMIM:615368	LETHAL CONGENITAL CONTRACTURE SYNDROME 5
OMIM:615368	LETHAL CONGENITAL CONTRACTURE SYNDROME 5; LCCS5;;MYOPATHY, CENTRONUCLEAR, LETHAL, AUTOSOMAL RECESSIVE
OMIM:616248	LETHAL CONGENITAL CONTRACTURE SYNDROME 6; LCCS6
OMIM:616286	LETHAL CONGENITAL CONTRACTURE SYNDROME 7
OMIM:616286	LETHAL CONGENITAL CONTRACTURE SYNDROME 7; LCCS7
OMIM:616287	LETHAL CONGENITAL CONTRACTURE SYNDROME 8
OMIM:616287	LETHAL CONGENITAL CONTRACTURE SYNDROME 8; LCCS8
OMIM:616503	LETHAL CONGENITAL CONTRACTURE SYNDROME 9; LCCS9
ORPHA:1486	Lethal congenital contracture syndrome type 1
ORPHA:1972	Lethal faciocardiomelic dysplasia
ORPHA:1046	Lethal hemolytic anemia-genital anomalies syndrome
ORPHA:254857	Lethal infantile mitochondrial myopathy
ORPHA:2570	Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome
ORPHA:2347	Lethal Kniest-like dysplasia
ORPHA:2736	Lethal omphalocele-cleft palate syndrome
ORPHA:1832	Lethal osteosclerotic bone dysplasia
ORPHA:1423	Lethal recessive chondrodysplasia
OMIM:601356	LETHAL SHORT-LIMB SKELETAL DYSPLASIA, AL GAZALI TYPE
OMIM:246400	LETTERER-SIWE DISEASE
OMIM:613065	Leukemia, acute lymphocytic, susceptibility to, 1
OMIM:151380	LEUKEMIA, ACUTE MONOCYTIC
OMIM:246470	LEUKEMIA, ACUTE MYELOCYTIC, WITH POLYPOSIS COLI AND COLON CANCER
OMIM:601626	LEUKEMIA, ACUTE MYELOID
OMIM:601626	LEUKEMIA, ACUTE MYELOID; AML
OMIM:308960	LEUKEMIA, ACUTE, ?X-LINKED
OMIM:151400	LEUKEMIA, CHRONIC LYMPHOCYTIC; CLL
OMIM:608232	LEUKEMIA, CHRONIC MYELOID; CML;;LEUKEMIA, CHRONIC MYELOGENOUS
ORPHA:2968	Leukocyte adhesion deficiency
OMIM:116920	LEUKOCYTE ADHESION DEFICIENCY, TYPE I
OMIM:612840	LEUKOCYTE ADHESION DEFICIENCY, TYPE III; LAD3
OMIM:151500	LEUKOCYTE NUCLEAR APPENDAGES, HEREDITARY PREVALENCE OF
OMIM:169500	LEUKODYSTROPHY, ADULT-ONSET, AUTOSOMAL DOMINANT
OMIM:616763	Leukodystrophy and acquired microcephaly with or without dystonia
OMIM:616763	LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA
OMIM:616763	LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA; LDAMD
OMIM:169500	LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD
OMIM:169500	LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD;;PELIZAEUS-MERZBACHER DISEASE, AUTOSOMAL DOMINANT OR LATE-ONSET TYPE,FORMERLY
OMIM:616420	LEUKODYSTROPHY, HYPOMYELINATING, 10
OMIM:616420	LEUKODYSTROPHY, HYPOMYELINATING, 10; HLD10
OMIM:616494	LEUKODYSTROPHY, HYPOMYELINATING, 11; HLD11
OMIM:616683	LEUKODYSTROPHY, HYPOMYELINATING, 12
OMIM:616881	LEUKODYSTROPHY, HYPOMYELINATING, 13
OMIM:616881	LEUKODYSTROPHY, HYPOMYELINATING, 13; HLD13
OMIM:617899	LEUKODYSTROPHY, HYPOMYELINATING, 14; HLD14
OMIM:617951	LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15
OMIM:617964	LEUKODYSTROPHY, HYPOMYELINATING, 16; HLD16
OMIM:618006	LEUKODYSTROPHY, HYPOMYELINATING, 17; HLD17
OMIM:618404	Leukodystrophy, hypomyelinating, 18
OMIM:618404	LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18
OMIM:618688	Leukodystrophy, hypomyelinating, 19, transient infantile
OMIM:608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2;;PELIZAEUS-MERZBACHER-LIKE DISEASE, 1; PMLD1
OMIM:260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3
OMIM:612233	LEUKODYSTROPHY, HYPOMYELINATING, 4
OMIM:612233	LEUKODYSTROPHY, HYPOMYELINATING, 4; HLD4;;MITOCHONDRIAL HSP60 CHAPERONOPATHY;;MITCHAP60 DISEASE
OMIM:610532	LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5
OMIM:610532	LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5;;HYPOMYELINATION AND CONGENITAL CATARACT: HCC
OMIM:612438	Leukodystrophy, hypomyelinating, 6
OMIM:607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/ORHYPOGONADOTROPIC HYPOGONADISM; HLD7;;LEUKOENCEPHALOPATHY, HYPOMYELINATING, WITH ATAXIA AND DELAYED DENTITION;;ATAXIA, DELAYED DENTITION, AND HYPOMYELINATION; ADDH;;LEUKODYSTROPHY, HYPOMYELINATING, WITH HYPODONTIA AND HYPOGONADOTROPICHYPOGONADISM;;4H SYNDROME
OMIM:614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM
OMIM:614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/ORHYPOGONADOTROPIC HYPOGONADISM; HLD8
OMIM:616140	LEUKODYSTROPHY, HYPOMYELINATING, 9
OMIM:616140	LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9
OMIM:612233	LEUKODYSTROPHY, HYPOMYELINATING, AUTOSOMAL RECESSIVE
OMIM:617762	LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET; PLDECO
OMIM:618384	LEUKOENCEPHALOPATHY, ACUTE REVERSIBLE, WITH INCREASED URINARY ALPHA-KETOGLUTARATE; ARLIAK
OMIM:608809	LEUKOENCEPHALOPATHY, ARTHRITIS, COLITIS, AND HYPOGAMMAGLOBULINEMA
OMIM:608809	LEUKOENCEPHALOPATHY, ARTHRITIS, COLITIS, AND HYPOGAMMAGLOBULINEMA;LACH
OMIM:614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS
OMIM:614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC;;LABRUNE SYNDROME
OMIM:612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY
OMIM:618877	Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome
OMIM:221820	LEUKOENCEPHALOPATHY, DIFFUSE HEREDITARY, WITH SPHEROIDS; HDLS;;LEUKOENCEPHALOPATHY WITH NEUROAXONAL SPHEROIDS, AUTOSOMAL DOMINANT;;GLIOSIS, FAMILIAL PROGRESSIVE SUBCORTICAL; GPSC;;DEMENTIA, FAMILIAL, NEUMANN TYPE;;SUBCORTICAL GLIOSIS OF NEUMANN
ORPHA:2386	Leukoencephalopathy-palmoplantar keratoderma syndrome
OMIM:615889	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP
ORPHA:83629	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome
OMIM:615651	LEUKOENCEPHALOPATHY WITH ATAXIA; LKPAT
ORPHA:139444	Leukoencephalopathy with bilateral anterior temporal lobe cysts
OMIM:611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL
OMIM:611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT ANDLACTATE ELEVATION; LBSL;;MITOCHONDRIAL ASPARTYL-tRNA SYNTHETASE DEFICIENCY
OMIM:611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT ANDLACTATE ELEVATION; LBSL;;MITOCHONDRIAL ASPARTYL-TRNA SYNTHETASE DEFICIENCY
ORPHA:137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
OMIM:613724	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY
OMIM:613724	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY;;STEROL CARRIER PROTEIN 2 DEFICIENCY
OMIM:300660	LEUKOENCEPHALOPATHY WITH METAPHYSEAL CHONDRODYSPLASIA; LKMCD
OMIM:603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER
OMIM:603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM
OMIM:603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM;;CHILDHOOD ATAXIA WITH CENTRAL NERVOUS SYSTEM HYPOMYELINIZATION; CACH;;VANISHING WHITE MATTER LEUKODYSTROPHY;;CREE LEUKOENCEPHALOPATHY; CLEVANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED;;OVARIOLEUKODYSTROPHY, INCLUDED
ORPHA:1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome
OMIM:246500	LEUKOMELANODERMA, INFANTILISM, MENTAL RETARDATION, HYPODONTIA, HYPOTRICHOSIS
ORPHA:2387	Leukonychia totalis
OMIM:151600	LEUKONYCHIA TOTALIS
OMIM:614037	Leukotriene C4 synthase deficiency
OMIM:151610	LEVATOR-MEDIAL RECTUS SYNKINESIS
ORPHA:755	Leydig cell hypoplasia
OMIM:615604	L-ferritin deficiency, dominant and recessive
ORPHA:65285	Lhermitte-Duclos disease
OMIM:618729	Liang-Wang syndrome
OMIM:618889	Liberfarb syndrome
ORPHA:49804	Lichen amyloidosis
ORPHA:525	Lichen planopilaris
OMIM:151620	LICHEN PLANUS, FAMILIAL
ORPHA:254478	Lichen planus pemphigoides
OMIM:151590	LICHEN SCLEROSUS ET ATROPHICUS
OMIM:151590	LICHEN SCLEROSUS ET ATROPHICUS; LSA
OMIM:616291	LICHTENSTEIN-KNORR SYNDROME; LIKNS
OMIM:616291	LICHTENSTEIN-KNORR SYNDROME; LIKNS;;SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 19; SCAR19
OMIM:246550	LICHTENSTEIN SYNDROME
ORPHA:526	Liddle syndrome
OMIM:177200	LIDDLE SYNDROME
OMIM:177200	LIDDLE SYNDROME 1; LIDLS1
OMIM:618114	LIDDLE SYNDROME 2; LIDLS2
OMIM:618126	LIDDLE SYNDROME 3; LIDLS3
ORPHA:524	Li-Fraumeni syndrome
OMIM:151623	LI-FRAUMENI SYNDROME 1
OMIM:151623	LI-FRAUMENI SYNDROME 1; LFS1;;SARCOMA FAMILY SYNDROME OF LI AND FRAUMENI;;SBLA SYNDROMELI-FRAUMENI-LIKE SYNDROME, INCLUDED; LFL, INCLUDED
OMIM:609265	LI-FRAUMENI SYNDROME 2; LFS2
OMIM:151623	LI-FRAUMENI SYNDROME; LFS
ORPHA:99812	LIG4 syndrome
OMIM:606593	LIG4 SYNDROME
OMIM:618974	Li-Ghorgani-Weisz-Hubshman syndrome
ORPHA:171673	Limbal stem cell deficiency
OMIM:246555	LIMB DEFECTS, DISTAL TRANSVERSE, WITH MENTAL RETARDATION AND SPASTICITY
OMIM:246560	LIMB DEFICIENCIES, DISTAL, WITH MICROGNATHIA
OMIM:609115	LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G
OMIM:609115	LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G; LGMD1G
ORPHA:69085	Limb-mammary syndrome
OMIM:603543	LIMB-MAMMARY SYNDROME
OMIM:603543	LIMB-MAMMARY SYNDROME; LMS
ORPHA:220402	Limited cutaneous systemic sclerosis
ORPHA:140933	Linear atrophoderma of Moulin
ORPHA:46488	Linear IgA dermatosis
ORPHA:2612	Linear nevus sebaceus syndrome
OMIM:300887	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2; LSDMCA2
OMIM:300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3
OMIM:300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3;;LINEAR SKIN DEFECTS WITH CARDIOMYOPATHY AND OTHER CONGENITAL ANOMALIES
ORPHA:2611	Linear verrucous nevus syndrome
OMIM:246650	LIPASE DEFICIENCY, COMBINED
ORPHA:77243	Lipedema
OMIM:614103	LIPEDEMA
ORPHA:435660	LIPE-related familial partial lipodystrophy
OMIM:151640	LIP, HAMARTOMATOUS
OMIM:255100	LIPID STORAGE MYOPATHY DUE TO FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE DEFICIENCY
OMIM:151630	LIP, MEDIAN NODULE OF UPPER
OMIM:608594	Lipodystrophy, congenital generalized, type 1
OMIM:269700	Lipodystrophy, congenital generalized, type 2
OMIM:612526	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 3; CGL3
OMIM:612526	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 3; CGL3;;BERARDINELLI-SEIP CONGENITAL LIPODYSTROPHY, TYPE 3; BSCL3;;LIPODYSTROPHY, BERARDINELLI-SEIP CONGENITAL, TYPE 3
OMIM:613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4
OMIM:613327	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 4; CGL4;;BERARDINELLI-SEIP CONGENITAL LIPODYSTROPHY, TYPE 4, WITH MUSCULARDYSTROPHY;;LIPODYSTROPHY, BERARDINELLI-SEIP CONGENITAL, TYPE 4, WITH MUSCULARDYSTROPHY
ORPHA:1979	Lipodystrophy due to peptidic growth factors deficiency
OMIM:608600	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 1
OMIM:151660	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2
OMIM:151660	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2;;FPL2;;LIPODYSTROPHY, FAMILIAL PARTIAL, DUNNIGAN TYPE;;LIPODYSTROPHY, FAMILIAL, OF LIMBS AND LOWER TRUNK;;LIPODYSTROPHY, REVERSE PARTIAL;;LIPOATROPHIC DIABETES
OMIM:604367	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3
OMIM:604367	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3; FPLD3;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PPARG MUTATIONS
OMIM:613877	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4; FPLD4;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PLIN1 MUTATIONS
OMIM:615238	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5; FPLD5;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH CIDEC MUTATIONS
OMIM:615980	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6
OMIM:615980	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6; FPLD6
OMIM:615980	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6; FPLD6;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH LIPE MUTATIONS
OMIM:606721	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 7; FPLD7
OMIM:608154	LIPODYSTROPHY, GENERALIZED, WITH MENTAL RETARDATION, DEAFNESS, SHORT
OMIM:608154	LIPODYSTROPHY, GENERALIZED, WITH MENTAL RETARDATION, DEAFNESS, SHORT STATURE, AND SLENDER BONES
OMIM:608154	LIPODYSTROPHY, GENERALIZED, WITH MENTAL RETARDATION, DEAFNESS, SHORTSTATURE, AND SLENDER BONES
